#  AE3933

VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p5mm_SINGLE_LAYER"
0.533400014 0.914399981 -0.000522730118
0.533400003 0.914399981 -0.000373378117
0.533399994 0.914399981 -0.000224026115
0.533399992 0.914399981 -7.46741123e-05
0.53339999 0.914399981 7.46778902e-05
0.533399987 0.914399981 0.000224029893
0.533399991 0.914399981 0.000373381895
0.533399998 0.914399981 0.000522733898
0.533400004 0.914399981 0.000672085901
0.531889626 0.914399981 0.000883543021
0.529472835 0.914399981 0.00122054253
0.525605437 0.914399981 0.00175591634
0.520387177 0.914399981 0.00247079365
0.515167777 0.914399981 0.00317729755
0.509947294 0.914399981 0.00387575911
0.504725739 0.914399981 0.00456616015
0.49950317 0.914399981 0.0052488417
0.494279585 0.914399981 0.00592371637
0.489055024 0.914399981 0.00659098308
0.483829516 0.914399981 0.00725080276
0.478603082 0.914399981 0.00790324113
0.473375741 0.914399981 0.00854837037
0.468147517 0.914399981 0.00918630773
0.462918428 0.914399981 0.00981711436
0.457688497 0.914399981 0.0104409023
0.452457744 0.914399981 0.0110577533
0.447226174 0.914399981 0.0116676411
0.441993811 0.914399981 0.0122706903
0.436760673 0.914399981 0.0128669729
0.431526756 0.914399981 0.0134563837
0.42629208 0.914399981 0.0140390161
0.421056659 0.914399981 0.0146149103
0.415820502 0.914399981 0.015184072
0.410583615 0.914399981 0.0157464784
0.405346006 0.914399981 0.0163021212
0.400107682 0.914399981 0.0168509892
0.39486865 0.914399981 0.0173930464
0.389628915 0.914399981 0.0179282775
0.384388468 0.914399981 0.0184564806
0.379147326 0.914399981 0.0189777427
0.373905493 0.914399981 0.0194920202
0.368662974 0.914399981 0.0199992515
0.363419747 0.914399981 0.0204991034
0.358175833 0.914399981 0.0209917049
0.35293124 0.914399981 0.0214770243
0.347685943 0.914399981 0.0219546762
0.342439956 0.914399981 0.0224246775
0.337193274 0.914399981 0.022886873
0.331945897 0.914399981 0.0233410934
0.326697819 0.914399981 0.0237871572
0.321449042 0.914399981 0.0242249091
0.316199563 0.914399981 0.0246541594
0.31094938 0.914399981 0.0250747152
0.30569849 0.914399981 0.0254863453
0.30044689 0.914399981 0.0258888253
0.295194579 0.914399981 0.0262819186
0.289941556 0.914399981 0.0266653645
0.284687817 0.914399981 0.0270388892
0.279433364 0.914399981 0.0274022156
0.274178194 0.914399981 0.0277550418
0.26892231 0.914399981 0.0280970466
0.263665712 0.914399981 0.0284279095
0.258408404 0.914399981 0.0287472792
0.253150388 0.914399981 0.0290547785
0.24789167 0.914399981 0.029350039
0.242632257 0.914399981 0.0296326447
0.237372158 0.914399981 0.0299021587
0.232111382 0.914399981 0.0301581534
0.226849945 0.914399981 0.0304001649
0.221587862 0.914399981 0.0306276975
0.216325153 0.914399981 0.0308402437
0.21106184 0.914399981 0.0310372729
0.205797949 0.914399981 0.0312182107
0.20053351 0.914399981 0.0313824637
0.195268561 0.914399981 0.0315294021
0.190003138 0.914399981 0.0316582759
0.184737291 0.914399981 0.0317684961
0.179471075 0.914399981 0.0318593786
0.174204549 0.914399981 0.0319299712
0.168937782 0.914399981 0.0319795369
0.163670856 0.914399981 0.032007329
0.158403858 0.914399981 0.0320121358
0.153136892 0.914399981 0.0319933032
0.147870075 0.914399981 0.0319494548
0.142603537 0.914399981 0.0318797055
0.137332117 0.914399981 0.0317827372
0.132312279 0.914399981 0.0316637279
0.12753214 0.914399981 0.0315253577
0.12298038 0.914399981 0.0313697051
0.118646203 0.914399981 0.0311988564
0.114519318 0.914399981 0.0310146577
0.110589903 0.914399981 0.0308190624
0.106848603 0.914399981 0.0306136835
0.103286492 0.914399981 0.0304001076
0.0998950796 0.914399981 0.0301795251
0.0966662415 0.914399981 0.0299534701
0.0935922549 0.914399981 0.0297230389
0.0906657593 0.914399981 0.0294892388
0.0878797114 0.914399981 0.0292533156
0.0850066387 0.914399981 0.0289956182
0.0821349562 0.914399981 0.0287228672
0.0792647788 0.914399981 0.0284347081
0.0763962916 0.914399981 0.0281301823
0.073529659 0.914399981 0.0278086664
0.0706650598 0.914399981 0.0274695118
0.0678027103 0.914399981 0.0271118665
0.0649428655 0.914399981 0.0267347158
0.0620857911 0.914399981 0.0263371217
0.0592317756 0.914399981 0.0259181347
0.0563811831 0.914399981 0.0254764594
0.0535344322 0.914399981 0.0250106649
0.0506919691 0.914399981 0.0245193824
0.0478543174 0.914399981 0.0240010312
0.0450221277 0.914399981 0.0234536227
0.0421961657 0.914399981 0.0228749229
0.0393772455 0.914399981 0.0222628408
0.0365665062 0.914399981 0.0216142272
0.0337652355 0.914399981 0.0209258688
0.030974981 0.914399981 0.0201941353
0.0281977916 0.914399981 0.0194142812
