#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Final Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3933, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3127 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8947 million (based on MAC)
#                       Freestream Temp: 270.95 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "insert the number of total ice layers"
                                              
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p5mm_SINGLE_LAYER"
0.5323786210 0.9143999820 -0.0285765226
0.5321252340 0.9143999820 -0.0285941625
0.5317198140 0.9143999820 -0.0286223417
0.5310711300 0.9143999820 -0.0286672828
0.5300332300 0.9143999820 -0.0287390836
0.5283725310 0.9143999820 -0.0288531316
0.5258042080 0.9143999820 -0.0290279205
0.5232357400 0.9143999820 -0.0292005573
0.5206671410 0.9143999820 -0.0293712362
0.5180984070 0.9143999820 -0.0295398851
0.5155295440 0.9143999820 -0.0297065382
0.5129605540 0.9143999820 -0.0298712316
0.5103914430 0.9143999820 -0.0300340367
0.5078222060 0.9143999820 -0.0301948192
0.5052528530 0.9143999820 -0.0303537557
0.502683383 0.914399982 -0.030510782
0.500113802 0.914399982 -0.030665987
0.497544103 0.914399982 -0.030819216
0.494974298 0.914399982 -0.030970655
0.492404382 0.914399982 -0.031120217
0.489834362 0.914399982 -0.031267957
0.487264239 0.914399982 -0.031413913
0.484694016 0.914399982 -0.031558084
0.482123691 0.914399982 -0.031700432
0.479553268 0.914399982 -0.031841008
0.476982751 0.914399982 -0.031979838
0.474412139 0.914399982 -0.032116921
0.471841436 0.914399982 -0.032252262
0.469270643 0.914399982 -0.032385889
0.466699760 0.914399982 -0.032517784
0.464128789 0.914399982 -0.032647946
0.461557733 0.914399982 -0.032776420
0.458986594 0.914399982 -0.032903206
0.456415374 0.914399982 -0.033028353
0.453844072 0.914399982 -0.033151798
0.451272688 0.914399982 -0.033273531
0.448701228 0.914399982 -0.033393644
0.446129694 0.914399982 -0.033512159
0.443558078 0.914399982 -0.033628890
0.440986392 0.914399982 -0.033744063
0.438414634 0.914399982 -0.033857606
0.435842801 0.914399982 -0.033969444
0.433270901 0.914399982 -0.034079747
0.430698928 0.914399982 -0.034188314
0.428126890 0.914399982 -0.034295340
0.425554783 0.914399982 -0.034400692
0.422982611 0.914399982 -0.034504442
0.420410374 0.914399982 -0.034606567
0.417838073 0.914399982 -0.034707073
0.415265709 0.914399982 -0.034805955
0.412693284 0.914399982 -0.034903231
0.410120797 0.914399982 -0.034998855
0.407548252 0.914399982 -0.035092903
0.404975645 0.914399982 -0.035185251
0.402402985 0.914399982 -0.035276115
0.399830262 0.914399982 -0.035365157
0.397257487 0.914399982 -0.035452701
0.394684655 0.914399982 -0.035538543
0.392111769 0.914399982 -0.035622744
0.389538833 0.914399982 -0.035705405
0.386965838 0.914399982 -0.035786233
0.384392796 0.914399982 -0.035865521
0.381819703 0.914399982 -0.035943136
0.379246557 0.914399982 -0.036018997
0.376673366 0.914399982 -0.036093291
0.374100124 0.914399982 -0.036165818
0.371526834 0.914399982 -0.036236622
0.368953501 0.914399982 -0.036305821
0.366380120 0.914399982 -0.036373221
0.363806693 0.914399982 -0.036438862
0.361233225 0.914399982 -0.036502861
0.358659713 0.914399982 -0.036565061
0.356086157 0.914399982 -0.036625421
0.353512562 0.914399982 -0.036684095
0.350938928 0.914399982 -0.036741040
0.348365253 0.914399982 -0.036796063
0.345791539 0.914399982 -0.036849287
0.343217788 0.914399982 -0.036900678
0.340644001 0.914399982 -0.036950196
0.338070179 0.914399982 -0.036997874
0.335496322 0.914399982 -0.037043616
0.332922432 0.914399982 -0.037087508
0.330348509 0.914399982 -0.037129406
0.327774557 0.914399982 -0.037169422
0.325200573 0.914399982 -0.037207413
0.322626562 0.914399982 -0.037243471
0.320052523 0.914399982 -0.037277468
0.317478458 0.914399982 -0.037309482
0.314904368 0.914399982 -0.037339397
0.312330256 0.914399982 -0.037367280
0.309756121 0.914399982 -0.037393012
0.307181966 0.914399982 -0.037416673
0.304607791 0.914399982 -0.037438116
0.302033600 0.914399982 -0.037457449
0.299459393 0.914399982 -0.037474494
0.296885172 0.914399982 -0.037489388
0.294310939 0.914399982 -0.037501932
0.291736696 0.914399982 -0.037512254
0.289162445 0.914399982 -0.037520193
0.286588187 0.914399982 -0.037525820
0.284013925 0.914399982 -0.037529026
0.281439662 0.914399982 -0.037529826
0.278865399 0.914399982 -0.037528174
0.276291138 0.914399982 -0.037524017
0.273716883 0.914399982 -0.037517368
0.271142636 0.914399982 -0.037508102
0.268568400 0.914399982 -0.037496308
0.265994177 0.914399982 -0.037481782
0.263419970 0.914399982 -0.037464673
0.260845783 0.914399982 -0.037444759
0.258271619 0.914399982 -0.037422155
0.255697481 0.914399982 -0.037396701
0.253123373 0.914399982 -0.037368431
0.250549298 0.914399982 -0.037337262
0.247975260 0.914399982 -0.037303145
0.245401263 0.914399982 -0.037266089
0.242827312 0.914399982 -0.037225946
0.240253410 0.914399982 -0.037182804
0.237679564 0.914399982 -0.037136436
0.235105775 0.914399982 -0.037087002
0.232532053 0.914399982 -0.037034205
0.229958398 0.914399982 -0.036978244
0.227384819 0.914399982 -0.036918844
0.224811319 0.914399982 -0.036856147
0.222237908 0.914399982 -0.036789901
0.219664588 0.914399982 -0.036720228
0.217091368 0.914399982 -0.036646903
0.214518253 0.914399982 -0.036570016
0.211945253 0.914399982 -0.036489371
0.209372371 0.914399982 -0.036405042
0.206799620 0.914399982 -0.036316794
0.204227003 0.914399982 -0.036224749
0.201654534 0.914399982 -0.036128622
0.199082215 0.914399982 -0.036028585
0.196510065 0.914399982 -0.035924306
0.193938081 0.914399982 -0.035815976
0.191366287 0.914399982 -0.035703260
0.188794682 0.914399982 -0.035586287
0.186223284 0.914399982 -0.035464845
0.183652103 0.914399982 -0.035338906
0.181081149 0.914399982 -0.035208423
0.178510440 0.914399982 -0.035073181
0.175939981 0.914399982 -0.034933272
0.173369797 0.914399982 -0.034788405
0.170799895 0.914399982 -0.034638612
0.168230289 0.914399982 -0.034483831
0.165661006 0.914399982 -0.034323769
0.163092050 0.914399982 -0.034158545
0.160523444 0.914399982 -0.033987977
0.157955214 0.914399982 -0.033811824
0.155387369 0.914399982 -0.033630155
0.152819930 0.914399982 -0.033442833
0.150252932 0.914399982 -0.033249555
0.147686384 0.914399982 -0.033050396
0.145120311 0.914399982 -0.032845206
0.142554743 0.914399982 -0.032633800
0.139989714 0.914399982 -0.032415940
0.137425242 0.914399982 -0.032191639
0.134861353 0.914399982 -0.031960755
0.132298083 0.914399982 -0.031723100
0.129735468 0.914399982 -0.031478485
0.127173549 0.914399982 -0.031226676
0.124612356 0.914399982 -0.030967598
0.122051925 0.914399982 -0.030701087
0.119492298 0.914399982 -0.030426968
0.116933522 0.914399982 -0.030145015
0.114375645 0.914399982 -0.029855023
0.111818716 0.914399982 -0.029556782
0.109240209 0.914399982 -0.029247331
0.106785484 0.914399982 -0.028944433
0.104448602 0.914399982 -0.028648344
0.102223921 0.914399982 -0.028359183
0.100106055 0.914399982 -0.028077124
0.098089852 0.914399982 -0.027802461
0.096170457 0.914399982 -0.027535083
0.094343206 0.914399982 -0.027275155
0.092603663 0.914399982 -0.027022755
0.090947618 0.914399982 -0.026777852
0.089371063 0.914399982 -0.026540383
0.087870179 0.914399982 -0.026310297
0.086441307 0.914399982 -0.026087664
0.085013005 0.914399982 -0.025861383
0.083585289 0.914399982 -0.025631440
0.082158168 0.914399982 -0.025397827
0.080731672 0.914399982 -0.025160428
0.079305819 0.914399982 -0.024919195
0.077880642 0.914399982 -0.024673998
0.076456164 0.914399982 -0.024424777
0.075032410 0.914399982 -0.024171452
0.073609408 0.914399982 -0.023913936
0.072187186 0.914399982 -0.023652146
0.070765773 0.914399982 -0.023385995
0.069345203 0.914399982 -0.023115387
0.067925509 0.914399982 -0.022840215
0.066506730 0.914399982 -0.022560367
0.065088905 0.914399982 -0.022275723
0.063654144 0.914399982 -0.022125641
0.062217202 0.914399981 -0.022122210
0.060785221 0.914399982 -0.022261133
0.059358327 0.914399982 -0.022424870
0.057929655 0.914399981 -0.022602514
0.056500320 0.914399982 -0.022793075
0.055071237 0.914399982 -0.022995170
0.053641401 0.914399982 -0.023206154
0.052209109 0.914399982 -0.023423539
0.050772420 0.914399981 -0.023644152
0.049328586 0.914399981 -0.023864398
0.047872843 0.914399982 -0.024079431
0.046397689 0.914399981 -0.024281773
0.046219778 0.914399981 -0.024302906
0.044894085 0.914399981 -0.024460373
0.043353579 0.914399981 -0.024601044
0.041768153 0.914399981 -0.024693844
0.040136371 0.914399981 -0.024738730
0.038483192 0.914399981 -0.024725811
0.036845057 0.914399981 -0.024656882
0.035231232 0.914399981 -0.024546175
0.033632001 0.914399981 -0.024386708
0.033271629 0.914399981 -0.024339801
0.032040982 0.914399982 -0.024179618
0.030460081 0.914399982 -0.023934438
0.028892172 0.914399982 -0.023660393
0.027339804 0.914399981 -0.023367712
0.025806531 0.914399982 -0.023070428
0.024298906 0.914399981 -0.022778216
0.022822206 0.914399982 -0.022479717
0.021348183 0.914399982 -0.022151441
0.019822195 0.914399982 -0.021793121
0.018305606 0.914399981 -0.021363628
0.016887981 0.914399982 -0.020729089
0.015237977 0.914399982 -0.020016703
0.013150160 0.914399981 -0.019053855
0.011059492 0.914399982 -0.017857848
0.009242636 0.914399981 -0.016863941
0.007676217 0.914399982 -0.015910768
0.006273031 0.914399981 -0.014851541
0.006161188 0.914399981 -0.014753967
0.004984222 0.914399981 -0.013727150
0.003779787 0.914399981 -0.012566638
0.002620271 0.914399981 -0.011353505
0.001463227 0.914399981 -0.010073127
0.000286274 0.914399981 -0.008716919
-0.000854444 0.914399981 -0.007349064
-0.001917332 0.914399981 -0.006064380
-0.002908623 0.914399981 -0.004950235
-0.003813715 0.914399981 -0.004063984
-0.004611820 0.914399981 -0.003316539
-0.005289432 0.914399981 -0.002597797
-0.005874626 0.914399981 -0.001847729
-0.006423312 0.914399981 -0.001023504
-0.006999818 0.914399981 -0.000059802
-0.007648327 0.914399981 0.001112627
-0.008416372 0.914399981 0.002559255
-0.009246601 0.914399981 0.004330093
-0.009947767 0.914399981 0.006423281
-0.010342668 0.914399981 0.008765345
-0.010416997 0.914399981 0.011287833
-0.010092560 0.914399981 0.013821923
-0.009532388 0.914399981 0.016046831
-0.008838992 0.914399981 0.017786686
-0.008099187 0.914399981 0.019235061
-0.007183311 0.914399981 0.020577234
-0.006045937 0.914399981 0.021838898
-0.004709215 0.914399981 0.022980207
-0.003097909 0.914399981 0.023969859
-0.001109611 0.914399981 0.024844424
0.001418584 0.914399981 0.025631989
0.004536056 0.914399981 0.025927916
0.007440996 0.914399981 0.025186207
0.009141706 0.914399981 0.023592968
0.010007099 0.914399981 0.022229179
0.010681638 0.914399981 0.021618901
0.010908723 0.914399981 0.021413449
0.012096219 0.914399982 0.021229128
0.013415798 0.914399982 0.021803216
0.014749622 0.914399982 0.022343383
0.016095276 0.914399982 0.022853367
0.017451219 0.914399982 0.023335325
0.018816008 0.914399982 0.023791636
0.020188406 0.914399982 0.024224523
0.021567330 0.914399982 0.024636149
0.022952036 0.914399982 0.025027885
0.024341880 0.914399982 0.025400983
0.025736288 0.914399982 0.025756642
0.027134711 0.914399982 0.026096173
0.028536701 0.914399982 0.026420658
0.029941912 0.914399982 0.026730900
0.031350044 0.914399982 0.027027600
0.032760818 0.914399982 0.027311474
0.034173981 0.914399982 0.027583206
0.035589298 0.914399982 0.027843490
0.037006564 0.914399982 0.028092936
0.038425625 0.914399982 0.028331962
0.039846342 0.914399982 0.028560942
0.041268573 0.914399982 0.028780321
0.042692183 0.914399982 0.028990563
0.044117056 0.914399982 0.029192069
0.045543090 0.914399982 0.029385191
0.046970197 0.914399982 0.029570212
0.048398298 0.914399982 0.029747402
0.049827322 0.914399982 0.029916983
0.051257195 0.914399982 0.030079256
0.052687847 0.914399982 0.030234511
0.054119214 0.914399982 0.030383021
0.055551253 0.914399982 0.030524908
0.056983908 0.914399982 0.030660436
0.058417138 0.914399982 0.030789737
0.059850902 0.914399982 0.030912992
0.061285154 0.914399982 0.031030419
0.062719863 0.914399982 0.031142113
0.064154989 0.914399982 0.031248330
0.065590501 0.914399982 0.031349192
0.067026372 0.914399982 0.031444818
0.068462575 0.914399982 0.031535304
0.069899085 0.914399982 0.031620789
0.071335876 0.914399982 0.031701405
0.072772926 0.914399982 0.031777271
0.074210213 0.914399982 0.031848513
0.075647716 0.914399982 0.031915239
0.077085417 0.914399982 0.031977559
0.078523299 0.914399982 0.032035552
0.079961346 0.914399982 0.032089308
0.081399543 0.914399982 0.032138888
0.082837874 0.914399982 0.032184393
0.084276328 0.914399982 0.032225835
0.085714885 0.914399982 0.032263556
0.087153538 0.914399982 0.032297392
0.088592274 0.914399982 0.032327501
0.090031083 0.914399982 0.032353903
0.091468922 0.914399982 0.032376717
0.092978709 0.914399982 0.032396742
0.094564034 0.914399982 0.032413769
0.096228668 0.914399982 0.032427208
0.097976564 0.914399982 0.032436565
0.099811876 0.914399982 0.032441168
0.101738960 0.914399982 0.032440360
0.103762387 0.914399982 0.032433648
0.105886953 0.914399982 0.032419961
0.108117692 0.914399982 0.032398742
0.110459885 0.914399982 0.032368943
0.112919071 0.914399982 0.032329521
0.115501064 0.914399982 0.032279525
0.118078601 0.914399982 0.032221002
0.120655934 0.914399982 0.032154102
0.123233043 0.914399982 0.032079038
0.125809908 0.914399982 0.031996030
0.128386511 0.914399982 0.031905261
0.130962837 0.914399982 0.031806962
0.133538873 0.914399982 0.031701302
0.136114603 0.914399982 0.031588451
0.138690017 0.914399982 0.031468583
0.141265099 0.914399982 0.031341802
0.143839841 0.914399982 0.031208273
0.146414236 0.914399982 0.031068235
0.148988277 0.914399982 0.030921825
0.151561954 0.914399982 0.030769149
0.154135253 0.914399982 0.030610227
0.156708177 0.914399982 0.030445352
0.159280724 0.914399982 0.030274689
0.161852878 0.914399982 0.030098195
0.164424637 0.914399982 0.029916053
0.166996005 0.914399982 0.029728467
0.169566971 0.914399982 0.029535444
0.172137530 0.914399982 0.029337076
0.174707693 0.914399982 0.029133635
0.177277440 0.914399982 0.028925013
0.179846780 0.914399982 0.028711434
0.182415715 0.914399982 0.028493043
0.184984226 0.914399982 0.028269716
0.187552334 0.914399982 0.028041799
0.190120024 0.914399982 0.027809227
0.192687302 0.914399982 0.027572145
0.195254169 0.914399982 0.027330656
0.197820616 0.914399982 0.027084740
0.200386660 0.914399982 0.026834660
0.202952277 0.914399982 0.026580233
0.205517496 0.914399982 0.026321829
0.208082293 0.914399982 0.026059262
0.210646690 0.914399982 0.025792824
0.213210670 0.914399982 0.025522392
0.215774250 0.914399982 0.025248200
0.218337418 0.914399982 0.024970183
0.220900187 0.914399982 0.024688519
0.223462550 0.914399982 0.024403174
0.226024518 0.914399982 0.024114308
0.228586081 0.914399982 0.023821870
0.231147254 0.914399982 0.023526040
0.233708025 0.914399982 0.023226749
0.236268413 0.914399982 0.022924196
0.238828401 0.914399982 0.022618281
0.241388013 0.914399982 0.022309236
0.243947226 0.914399982 0.021996906
0.246506070 0.914399982 0.021681561
0.249064519 0.914399982 0.021363031
0.251622602 0.914399982 0.021041575
0.254180300 0.914399982 0.020717069
0.256737633 0.914399982 0.020389695
0.259294590 0.914399982 0.020059401
0.261851182 0.914399982 0.019726288
0.264407407 0.914399982 0.019390378
0.266963267 0.914399982 0.019051700
