#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case ONERAM6, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED [m]:  X-coordinate of the iced surface
#             Y_ICED [m]:  Y-coordinate of the iced surface
#             Z_ICED [m]:  Z-coordinate of the iced surface
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 2.0 deg
#                           Mach Number: 0.4 [-]
#       Mean aerodynamic chord (M.A.C.): 0.801673 [m]
#                       Reynolds Number: 4.2558 million (based on MAC)
#                       Freestream Temp: 267.15 [K]
#                        Reference area: 1.1532 [m2]
#               Moment Reference Center: 0.25, 0, 0 [m] (X, Y, Z)
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "1"
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p1_BINS01_KS_0p5mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p75_BINS01_KS_0p5mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_1p4_BINS01_KS_0p5mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p1_BINS03_KS_0p5mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p75_BINS03_KS_0p5mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_1p4_BINS03_KS_0p5mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p1_BINS07_KS_0p5mm_SINGLE_LAYER"
1.02809 0.10000 0.00000
1.02802 0.10000 0.00001
1.02799 0.10000 0.00001
1.02791 0.10000 0.00002
1.02767 0.10000 0.00005
1.02753 0.10000 0.00007
1.02712 0.10000 0.00013
1.02691 0.10000 0.00015
1.02631 0.10000 0.00023
1.02602 0.10000 0.00027
1.02519 0.10000 0.00037
1.02480 0.10000 0.00042
1.02371 0.10000 0.00056
1.02320 0.10000 0.00063
1.02177 0.10000 0.00081
1.02111 0.10000 0.00089
1.01925 0.10000 0.00113
1.01840 0.10000 0.00124
1.01601 0.10000 0.00154
1.01491 0.10000 0.00167
1.01183 0.10000 0.00206
1.00784 0.10000 0.00255
1.00643 0.10000 0.00273
1.00128 0.10000 0.00336
0.99946 0.10000 0.00359
0.99280 0.10000 0.00440
0.99044 0.10000 0.00469
0.98184 0.10000 0.00575
0.97878 0.10000 0.00613
0.96768 0.10000 0.00750
0.96374 0.10000 0.00799
0.95867 0.10000 0.00861
0.94439 0.10000 0.01035
0.93792 0.10000 0.01112
0.91971 0.10000 0.01329
0.91155 0.10000 0.01421
0.88858 0.10000 0.01680
0.87845 0.10000 0.01787
0.84994 0.10000 0.02088
0.83765 0.10000 0.02208
0.80304 0.10000 0.02547
0.78853 0.10000 0.02678
0.74768 0.10000 0.03049
0.73114 0.10000 0.03186
0.68456 0.10000 0.03573
0.66643 0.10000 0.03703
0.61539 0.10000 0.04069
0.59640 0.10000 0.04172
0.54291 0.10000 0.04460
0.52392 0.10000 0.04517
0.47043 0.10000 0.04679
0.45231 0.10000 0.04689
0.40127 0.10000 0.04715
0.38472 0.10000 0.04687
0.33814 0.10000 0.04609
0.29729 0.10000 0.04464
0.28278 0.10000 0.04413
0.24818 0.10000 0.04232
0.23588 0.10000 0.04168
0.20737 0.10000 0.03969
0.19725 0.10000 0.03898
0.17427 0.10000 0.03694
0.16611 0.10000 0.03622
0.15965 0.10000 0.03551
0.14143 0.10000 0.03353
0.13636 0.10000 0.03288
0.12209 0.10000 0.03104
0.11099 0.10000 0.02940
0.10704 0.10000 0.02882
0.09844 0.10000 0.02737
0.09538 0.10000 0.02686
0.08873 0.10000 0.02542
0.08637 0.10000 0.02492
0.07841 0.10000 0.02934
0.07513 0.10000 0.03148
0.06703 0.10000 0.03483
0.06418 0.10000 0.03528
0.06016 0.10000 0.03238
0.05855 0.10000 0.03114
0.05567 0.10000 0.02808
0.05451 0.10000 0.02678
0.05259 0.10000 0.02375
0.05179 0.10000 0.02250
0.05073 0.10000 0.01953
0.05023 0.10000 0.01842
0.04990 0.10000 0.01734
0.04871 0.10000 0.01493
0.04859 0.10000 0.01237
0.04846 0.10000 0.01131
0.04828 0.10000 0.00909
0.04816 0.10000 0.00821
0.04824 0.10000 0.00615
0.04824 0.10000 0.00533
0.04841 0.10000 0.00340
0.04841 0.10000 0.00264
0.04869 0.10000 0.00073
0.04874 0.10000 0.00000
0.04888 0.10000 -0.00075
0.04906 0.10000 -0.00256
0.04954 0.10000 -0.00435
0.04973 0.10000 -0.00509
0.05023 0.10000 -0.00694
0.05037 0.10000 -0.00768
0.05092 0.10000 -0.00962
0.05115 0.10000 -0.01039
0.05190 0.10000 -0.01247
0.05221 0.10000 -0.01330
0.05320 0.10000 -0.01555
0.05361 0.10000 -0.01644
0.05496 0.10000 -0.01890
0.05550 0.10000 -0.01990
0.05738 0.10000 -0.02256
0.05813 0.10000 -0.02364
0.06081 0.10000 -0.02639
0.06189 0.10000 -0.02750
0.06567 0.10000 -0.03006
0.06716 0.10000 -0.03108
0.07208 0.10000 -0.03332
0.07391 0.10000 -0.03416
0.07626 0.10000 -0.03480
0.08232 0.10000 -0.03661
0.09046 0.10000 -0.03494
0.09364 0.10000 -0.03368
0.10349 0.10000 -0.03037
0.10684 0.10000 -0.02975
0.11813 0.10000 -0.03052
0.12209 0.10000 -0.03104
0.13636 0.10000 -0.03288
0.14143 0.10000 -0.03353
0.15965 0.10000 -0.03551
0.16611 0.10000 -0.03622
0.18909 0.10000 -0.03826
0.19725 0.10000 -0.03898
0.22576 0.10000 -0.04097
0.23588 0.10000 -0.04168
0.27049 0.10000 -0.04348
0.28278 0.10000 -0.04413
0.29729 0.10000 -0.04464
0.33814 0.10000 -0.04609
0.35469 0.10000 -0.04637
0.40127 0.10000 -0.04715
0.45231 0.10000 -0.04689
0.47043 0.10000 -0.04679
0.52392 0.10000 -0.04517
0.54291 0.10000 -0.04460
0.59640 0.10000 -0.04172
0.61539 0.10000 -0.04069
0.66643 0.10000 -0.03703
0.68456 0.10000 -0.03573
0.70110 0.10000 -0.03436
0.74768 0.10000 -0.03049
0.76219 0.10000 -0.02917
0.80304 0.10000 -0.02547
0.81533 0.10000 -0.02427
0.84994 0.10000 -0.02088
0.87845 0.10000 -0.01787
0.88858 0.10000 -0.01680
0.91155 0.10000 -0.01421
0.91971 0.10000 -0.01329
0.93792 0.10000 -0.01112
0.94439 0.10000 -0.01035
0.94946 0.10000 -0.00973
0.96374 0.10000 -0.00799
0.96768 0.10000 -0.00750
0.97878 0.10000 -0.00613
0.98184 0.10000 -0.00575
0.99044 0.10000 -0.00469
0.99280 0.10000 -0.00440
0.99946 0.10000 -0.00359
1.00128 0.10000 -0.00336
1.00643 0.10000 -0.00273
1.00784 0.10000 -0.00255
1.01183 0.10000 -0.00206
1.01292 0.10000 -0.00192
1.01601 0.10000 -0.00154
1.01686 0.10000 -0.00143
1.01925 0.10000 -0.00113
1.02111 0.10000 -0.00089
1.02177 0.10000 -0.00081
1.02228 0.10000 -0.00075
1.02371 0.10000 -0.00056
1.02410 0.10000 -0.00051
1.02519 0.10000 -0.00037
1.02549 0.10000 -0.00033
1.02631 0.10000 -0.00023
1.02652 0.10000 -0.00020
1.02712 0.10000 -0.00013
1.02726 0.10000 -0.00011
1.02767 0.10000 -0.00005
1.02775 0.10000 -0.00004
1.02799 0.10000 -0.00001
1.02802 0.10000 -0.00001
1.02809 0.10000 0.00000

ZONE T="SLICE_Y_0p75_BINS07_KS_0p5mm_SINGLE_LAYER"
1.21070 0.75000 0.00000
1.21065 0.75000 0.00001
1.21062 0.75000 0.00001
1.21047 0.75000 0.00003
1.21036 0.75000 0.00004
1.21011 0.75000 0.00008
1.20992 0.75000 0.00010
1.20965 0.75000 0.00014
1.20927 0.75000 0.00018
1.20889 0.75000 0.00023
