#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Cut/Slice DATA SUBMITTAL FORM for Test Case NACA0012_CP CFD, June 13th 2026
#
#       NOMENCLATURE:
#                  X [m]:  X-coordinate of the surface (clean for reference)
#                  Y [m]:  Y-coordinate of the surface (clean for reference)
#                  Z [m]:  Z-coordinate of the surface (clean for reference)
#                 Cp [-]:  Pressure coefficient
#            HTC [W/m2K]:  Convective Heat Transfer Coefficient (on the rough surface)
#               Beta [-]:  Collection efficiency
#                 Ts [K]:  Surface temperature
#                 FF [-]:  Freezing fraction
#                  k [m]:  Surface roughness height if variable (OPTIONAL)
#         RhoIce [kg/m3]:  Ice density (OPTIONAL)
#      HTC_CLEAN [W/m2K]:  Convective Heat Transfer Coefficient on the surface without roughness (OPTIONAL)
#
#                XXmm:  Roughness height used for the case, in mm.
#                       In the zone name, use the format KS_XXmm.
#                       For example, if k_s = 1.5 mm, use KS_1p5mm. 
#                       For Variable roughness, use KS_VAR
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3151 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8441 million (based on MAC)
#                       Freestream Temp: 267.55 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#    ICING CONDITIONS:
#                           Icing Time: 420 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20 [μm]
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999" 
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

                                                    <- Optional ->                 
VARIABLES = "X" "Y" "Z" "Cp" "HTC" "Beta" "Ts" "FF" "k" "RhoIce" "HTC_CLEAN"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0mm_CUTDATA"
0.532472672	0.9144	-0.027235644	0.25605	-999	-999	-999	-999	-999	-999	-999
0.53211985	0.9144	-0.027160765	0.25386	-999	-999	-999	-999	-999	-999	-999
0.531555307	0.9144	-0.027041089	0.25107	-999	-999	-999	-999	-999	-999	-999
0.53065202	0.9144	-0.026849695	0.24796	-999	-999	-999	-999	-999	-999	-999
0.529206644	0.9144	-0.026544017	0.24147	-999	-999	-999	-999	-999	-999	-999
0.526893717	0.9144	-0.026056475	0.23095	-999	-999	-999	-999	-999	-999	-999
0.523192352	0.9144	-0.025279646	0.21658	-999	-999	-999	-999	-999	-999	-999
0.519484914	0.9144	-0.024506115	0.20126	-999	-999	-999	-999	-999	-999	-999
0.515776585	0.9144	-0.02373687	0.18657	-999	-999	-999	-999	-999	-999	-999
0.512067405	0.9144	-0.022971736	0.17248	-999	-999	-999	-999	-999	-999	-999
0.508357367	0.9144	-0.022210778	0.15895	-999	-999	-999	-999	-999	-999	-999
0.504646498	0.9144	-0.021453878	0.14596	-999	-999	-999	-999	-999	-999	-999
0.500934842	0.9144	-0.02070085	0.13347	-999	-999	-999	-999	-999	-999	-999
0.497222355	0.9144	-0.019951928	0.12145	-999	-999	-999	-999	-999	-999	-999
0.493509089	0.9144	-0.019206879	0.10987	-999	-999	-999	-999	-999	-999	-999
0.489795032	0.9144	-0.018465782	0.09872	-999	-999	-999	-999	-999	-999	-999
0.486080221	0.9144	-0.017728475	0.08793	-999	-999	-999	-999	-999	-999	-999
0.482364659	0.9144	-0.016994959	0.07748	-999	-999	-999	-999	-999	-999	-999
0.478648351	0.9144	-0.016265234	0.06735	-999	-999	-999	-999	-999	-999	-999
0.474931316	0.9144	-0.015539225	0.05751	-999	-999	-999	-999	-999	-999	-999
0.471213559	0.9144	-0.014816918	0.04794	-999	-999	-999	-999	-999	-999	-999
0.467495097	0.9144	-0.014098248	0.03862	-999	-999	-999	-999	-999	-999	-999
0.463775943	0.9144	-0.013383169	0.02952	-999	-999	-999	-999	-999	-999	-999
0.460056076	0.9144	-0.012671811	0.02065	-999	-999	-999	-999	-999	-999	-999
0.456335542	0.9144	-0.011963946	0.01197	-999	-999	-999	-999	-999	-999	-999
0.452614327	0.9144	-0.011259675	0.00346	-999	-999	-999	-999	-999	-999	-999
0.448892445	0.9144	-0.010558932	-0.00487	-999	-999	-999	-999	-999	-999	-999
0.445169902	0.9144	-0.009861711	-0.01306	-999	-999	-999	-999	-999	-999	-999
0.441446717	0.9144	-0.00916793	-0.02111	-999	-999	-999	-999	-999	-999	-999
0.43772286	0.9144	-0.00847776	-0.02903	-999	-999	-999	-999	-999	-999	-999
0.433998375	0.9144	-0.007790987	-0.03683	-999	-999	-999	-999	-999	-999	-999
0.430273261	0.9144	-0.007107636	-0.04453	-999	-999	-999	-999	-999	-999	-999
0.42654749	0.9144	-0.006427875	-0.05213	-999	-999	-999	-999	-999	-999	-999
0.422821099	0.9144	-0.005751522	-0.05963	-999	-999	-999	-999	-999	-999	-999
0.41909409	0.9144	-0.005078586	-0.06706	-999	-999	-999	-999	-999	-999	-999
0.415366462	0.9144	-0.004409083	-0.07441	-999	-999	-999	-999	-999	-999	-999
0.41163821	0.9144	-0.003743067	-0.08169	-999	-999	-999	-999	-999	-999	-999
0.407909332	0.9144	-0.00308056	-0.08890	-999	-999	-999	-999	-999	-999	-999
0.404179842	0.9144	-0.002421507	-0.09605	-999	-999	-999	-999	-999	-999	-999
0.400449741	0.9144	-0.001765928	-0.10315	-999	-999	-999	-999	-999	-999	-999
0.396719029	0.9144	-0.00111383	-0.11021	-999	-999	-999	-999	-999	-999	-999
0.392987705	0.9144	-0.000465243	-0.11723	-999	-999	-999	-999	-999	-999	-999
0.389255772	0.9144	0.00017983	-0.12422	-999	-999	-999	-999	-999	-999	-999
0.385523228	0.9144	0.000821357	-0.13118	-999	-999	-999	-999	-999	-999	-999
0.381790073	0.9144	0.001459321	-0.13810	-999	-999	-999	-999	-999	-999	-999
0.378056305	0.9144	0.002093685	-0.14501	-999	-999	-999	-999	-999	-999	-999
0.374321925	0.9144	0.002724437	-0.15191	-999	-999	-999	-999	-999	-999	-999
0.37058693	0.9144	0.003351541	-0.15879	-999	-999	-999	-999	-999	-999	-999
0.366851319	0.9144	0.003974962	-0.16567	-999	-999	-999	-999	-999	-999	-999
0.36311509	0.9144	0.004594668	-0.17253	-999	-999	-999	-999	-999	-999	-999
0.359378242	0.9144	0.005210631	-0.17940	-999	-999	-999	-999	-999	-999	-999
0.355640779	0.9144	0.005822849	-0.18627	-999	-999	-999	-999	-999	-999	-999
0.351902679	0.9144	0.006431166	-0.19314	-999	-999	-999	-999	-999	-999	-999
0.348163948	0.9144	0.007035597	-0.20002	-999	-999	-999	-999	-999	-999	-999
0.344424577	0.9144	0.007636053	-0.20691	-999	-999	-999	-999	-999	-999	-999
0.34068457	0.9144	0.008232532	-0.21384	-999	-999	-999	-999	-999	-999	-999
0.336943921	0.9144	0.008824979	-0.22081	-999	-999	-999	-999	-999	-999	-999
0.333202626	0.9144	0.009413325	-0.22780	-999	-999	-999	-999	-999	-999	-999
0.329460671	0.9144	0.009997462	-0.23481	-999	-999	-999	-999	-999	-999	-999
0.325718062	0.9144	0.010577393	-0.24185	-999	-999	-999	-999	-999	-999	-999
0.321974792	0.9144	0.011153047	-0.24893	-999	-999	-999	-999	-999	-999	-999
