TITLE = "002_NACA0012_AE3933_01 | NACA0012 coordinates rotated +4 degrees about X=0.13335 m"
AUXDATA NUM_LAYERS = "1"
AUXDATA DATA_TYPE = "SLICE"
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_1mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS03_KS_1mm_SINGLE_LAYER"
0.531889237578 0.9144 0.000882842421882
0.533397930084 0.9144 0.000667559071678
0.53339772035 0.9144 0.000527202539904
0.533398208181 0.9144 0.000376870367627
0.533398696011 0.9144 0.000226538195351
0.533399183842 0.9144 7.62060230746e-05
0.533399671673 0.9144 -7.41261492018e-05
0.533400159503 0.9144 -0.000224458321478
0.533400647334 0.9144 -0.000374790493755
0.533401135164 0.9144 -0.000525122666031
0.533401622995 0.9144 -0.000675454838307
0.531892301286 0.9144 -0.000881241083425
0.529480079244 0.9144 -0.00122033520317
0.525607716131 0.9144 -0.00175175210384
0.520424846555 0.9144 -0.00246502831437
0.515251255054 0.9144 -0.00316763131967
0.510066990348 0.9144 -0.0038609562492
0.504872052437 0.9144 -0.00454500310296
0.499687090166 0.9144 -0.00522835239199
0.494500732766 0.9144 -0.00589175040001
0.489314375365 0.9144 -0.00655514840803
0.484127320401 0.9144 -0.00720857077555
0.478930289795 0.9144 -0.00786269070781
0.473742537265 0.9144 -0.00850613743483
0.468554087171 0.9144 -0.00913960852134
0.463354963871 0.9144 -0.00976380153209
0.458165816212 0.9144 -0.0103872969781
0.452965995348 0.9144 -0.0110015143484
0.447775452559 0.9144 -0.0116050585134
0.442584212206 0.9144 -0.0121986270379
0.437382996212 0.9144 -0.0127928931271
0.432181780218 0.9144 -0.0133871592163
0.426989144735 0.9144 -0.0139607764598
0.421786533612 0.9144 -0.0145350912681
0.416583224923 0.9144 -0.0150994304358
0.411389891876 0.9144 -0.0156630720388
0.406185885623 0.9144 -0.016217435566
0.400981181805 0.9144 -0.0167618234528
0.395785756064 0.9144 -0.0172955381343
0.390580354681 0.9144 -0.0178299503805
0.385374255734 0.9144 -0.0183543869862
0.380168156787 0.9144 -0.0188788235919
0.374961360275 0.9144 -0.0193932845572
0.369753866199 0.9144 -0.0198977698819
0.364555650198 0.9144 -0.0203915820013
0.359347458557 0.9144 -0.0208860916856
0.354138569351 0.9144 -0.0213706257293
0.34892898258 0.9144 -0.0218451841325
0.343718698244 0.9144 -0.0223097668952
0.338508413909 0.9144 -0.0227743496579
0.333297432009 0.9144 -0.0232289567801
0.328085752544 0.9144 -0.0236735882618
0.322873375514 0.9144 -0.024108244103
0.31766030092 0.9144 -0.0245329243037
0.312447226325 0.9144 -0.0249576045044
0.307232756601 0.9144 -0.0253623334241
0.302018286877 0.9144 -0.0257670623438
0.296803119589 0.9144 -0.026161815623
0.291587254735 0.9144 -0.0265465932617
0.286370692317 0.9144 -0.0269213952598
0.281153432334 0.9144 -0.0272862216175
0.275935474787 0.9144 -0.0276410723347
0.270716819675 0.9144 -0.0279859474114
0.265496769433 0.9144 -0.0283108712071
0.26026674355 0.9144 -0.0286364925675
0.255045298179 0.9144 -0.0289414650821
0.249823852808 0.9144 -0.0292464375968
0.244601012307 0.9144 -0.0295314588305
0.239386752317 0.9144 -0.0297958312184
0.234162516687 0.9144 -0.030060901171
0.228936885927 0.9144 -0.0303060198427
0.223710557603 0.9144 -0.0305411628738
0.218482834149 0.9144 -0.030756354624
0.21325441313 0.9144 -0.0309615707336
0.208024596982 0.9144 -0.0311468355623
0.202803361345 0.9144 -0.0313114515451
0.197571452503 0.9144 -0.0314667894523
0.192348124171 0.9144 -0.0316014785137
0.18711342507 0.9144 -0.0317169138588
0.181888004045 0.9144 -0.0318216759986
0.176650514684 0.9144 -0.0318972087818
0.1714223034 0.9144 -0.0319620683596
0.166191999421 0.9144 -0.031997001016
0.160960300313 0.9144 -0.0320119823913
0.155737181716 0.9144 -0.0320063149209
0.150501994784 0.9144 -0.0319714180938
0.145276783493 0.9144 -0.0319358237019
0.14004299169 0.9144 -0.0319208781557
0.134797829118 0.9144 -0.0318866788933
0.129800662429 0.9144 -0.0318150892314
0.125041515982 0.9144 -0.0317068067349
0.120511111702 0.9144 -0.0315725046088
0.116190893438 0.9144 -0.0314335292638
0.112080163624 0.9144 -0.0312799050593
0.10816894662 0.9144 -0.0311123295601
0.10444796435 0.9144 -0.0309414759713
0.100895870404 0.9144 -0.0307487881415
0.0975147574763 0.9144 -0.0305641929922
0.094303230437 0.9144 -0.0303677392423
0.0912320599294 0.9144 -0.0301714952266
0.0883204996699 0.9144 -0.0299640901752
0.0854281931267 0.9144 -0.0297453143537
0.0825252133783 0.9144 -0.0295172604565
0.0796414873461 0.9144 -0.0292778357893
0.0767456929792 0.9144 -0.0290091817653
0.073859176688 0.9144 -0.0287298545361
0.0709619871916 0.9144 -0.0284412492311
0.0680733782063 0.9144 -0.0281319950804
0.0651833740915 0.9144 -0.0278027896486
0.0623026480524 0.9144 -0.0274629110117
0.0594112488081 0.9144 -0.0271137542989
0.0565277325101 0.9144 -0.0267339731
0.0536428210826 0.9144 -0.02633424062
0.0507600023493 0.9144 -0.0259644350615
0.0478521396477 0.9144 -0.0256665516807
0.0449285110535 0.9144 -0.0254299172725
0.0419784433615 0.9144 -0.025245253761
0.0389115266046 0.9144 -0.0255399088241
0.0356920436092 0.9144 -0.0263765265639
0.0324836532875 0.9144 -0.0269417093159
0.0294317364962 0.9144 -0.0267340945303
0.0264781126183 0.9144 -0.0260685075804
0.0235367668093 0.9144 -0.0252917934555
0.0205905380471 0.9144 -0.0244452498471
0.017638728767 0.9144 -0.0235189011147
0.0146806414043 0.9144 -0.0225027716178
0.011722066211 0.9144 -0.0213363099486
0.00877018856873 0.9144 -0.0199789159803
0.00589504769514 0.9144 -0.0182853502281
0.00339793713733 0.9144 -0.0158335674356
0.001491203967 0.9144 -0.0130798665409
-0.000403602240588 0.9144 -0.0109267967706
-0.00227887663553 0.9144 -0.00905304493443
-0.00395882360884 0.9144 -0.00710548796046
-0.00689751588331 0.9144 -0.00550658592595
-0.0106290253387 0.9144 -0.00332156025458
-0.0136378205455 0.9144 -3.36022993789e-06
-0.0159178331553 0.9144 0.00421787685168
-0.0161846493435 0.9144 0.00875030546355
-0.0144474104617 0.9144 0.0127211619288
-0.0107544628584 0.9144 0.015244916671
-0.00418170581001 0.9144 0.0144314274065
0.00199871852165 0.9144 0.0123474756123
0.00572130565498 0.9144 0.0122970272743
0.00867814390777 0.9144 0.0133057430652
0.0114925329346 0.9144 0.0143445955118
0.0142918536335 0.9144 0.0153122233454
0.0170781986989 0.9144 0.0161786996446
0.0198780072284 0.9144 0.0169959953059
0.0226599571711 0.9144 0.0177819689162
0.0254298387791 0.9144 0.0185971718834
0.0281997203871 0.9144 0.0194123748505
0.0309716946894 0.9144 0.0201976508961
0.033767805661 0.9144 0.0209244682282
0.0365667068916 0.9144 0.0216113829982
0.0393783740217 0.9144 0.022259092771
0.0421921338459 0.9144 0.0228768756223
0.0450186595697 0.9144 0.0234554534763
0.0478572536281 0.9144 0.0240048019735
0.0506879647402 0.9144 0.0245235259845
0.0535307441871 0.9144 0.0250130206387
0.0563855919687 0.9144 0.0254732859362
0.0592311616745 0.9144 0.0259228780284
