#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Cut/Slice DATA SUBMITTAL FORM for Test Case NACA0012_AE3932, May 18th 2026
#
#       NOMENCLATURE:
#                  X X-coordinate of the surface clean for reference
#                  Y Y-coordinate of the surface clean for reference
#                  Z Z-coordinate of the surface clean for reference
#                 Cp [-]: Pressure coefficient
#            HTC [W/m2K]: Convective Heat Transfer Coefficient on the rough surface
#               Beta [-]: Collection efficiency
#                 Ts Surface temperature
#                 FF [-]: Freezing fraction
#                  k Surface roughness height if variable OPTIONAL
#         RhoIce [kg/m3]: Ice density OPTIONAL
#      HTC_CLEAN [W/m2K]: Convective Heat Transfer Coefficient on the surface without roughness OPTIONAL
#
#    FLOW CONDITIONS:
#                                   AOA: 0.0 deg
#                           Mach Number: 0.3146 [-]
#       Mean aerodynamic chord M.A.C.: 21.0 [in]
#                       Reynolds Number: 3.9758 million based on MAC
#                       Freestream Temp: 267.55 [K]
#                        Reference area: 115.5 [in2]
#               Moment Reference Center: 5.25, 0.0, 0.0 [in] X, Y, Z
#                           Roughness: 0.2 [mm]
#
#    ICING CONDITIONS:
#                           Icing Time: 420.0 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20.0 [um]
#                          Ice Density: 615.0 [kg/m3]
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

                                                    <- Optional ->
VARIABLES = "X" "Y" "Z" "Cp" "HTC" "Beta" "Ts" "FF" "k" "RhoIce" "HTC_CLEAN"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p2mm_CUTDATA"
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS03_KS_0p2mm_CUTDATA"
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS07_KS_0p2mm_CUTDATA"
-999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS15_KS_0p2mm_CUTDATA"
0.53246452 0.91440000 -0.02734742 0.02093000 117.90520000 0.00000000 266.10509000 0.00000000 0.00019990 615.00000000 -999
0.53245664 0.91440000 -0.02745918 0.10197000 30.62923000 0.00000000 266.06333000 0.00000000 0.00019990 615.00000000 -999
0.53244902 0.91440000 -0.02757094 0.11108000 69.56381000 0.00000000 266.87796000 0.00000000 0.00019990 615.00000000 -999
0.53244115 0.91440000 -0.02768270 0.11702000 95.78043000 0.00000000 266.93437000 0.00000000 0.00019990 615.00000000 -999
0.53243328 0.91440000 -0.02779446 0.12063000 119.21990000 0.00000000 266.96428000 0.00000000 0.00019990 615.00000000 -999
0.53242540 0.91440000 -0.02790596 0.12273000 136.99180000 0.00000000 266.97997000 0.00000000 0.00019990 615.00000000 -999
0.53241778 0.91440000 -0.02801772 0.12150000 149.14160000 0.00000000 266.98726000 0.00000000 0.00019990 615.00000000 -999
0.53240991 0.91440000 -0.02812948 0.11744000 152.03100000 0.00000000 266.98686000 0.00000000 0.00019990 615.00000000 -999
0.53240203 0.91440000 -0.02824124 0.10813000 142.27940000 0.00000000 266.97583000 0.00000000 0.00019990 615.00000000 -999
0.53239416 0.91440000 -0.02835300 0.09368000 76.47422000 0.00000000 266.69951000 0.00000000 0.00019990 615.00000000 -999
