TITLE = "TC_NACA0012_3932_L4_finalIceShape_V1 | NACA0012 coordinates rotated +4 degrees about X=0.13335 m"
AUXDATA NUM_LAYERS = "1"
VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p2mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS03_KS_0p2mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS07_KS_0p2mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS15_KS_0p2mm_SINGLE_LAYER"
0.0276190530719 0.9144 0.0192423954849
0.0274146660736 0.9144 0.019183033566
0.0269044389681 0.9144 0.0190332871476
0.0264778187417 0.9144 0.018907721754
0.0259216201454 0.9144 0.0187417690487
0.0254032981674 0.9144 0.0185840685849
0.0248995717415 0.9144 0.0184286618427
0.0242613146282 0.9144 0.0182310078018
0.023953509584 0.9144 0.0181358947166
0.0232106599806 0.9144 0.0179118303382
0.0230492282595 0.9144 0.0178646444882
0.0227537040956 0.9144 0.0177795524848
0.0220764706416 0.9144 0.0175857890692
0.0215942342947 0.9144 0.0174436036055
0.0211461716567 0.9144 0.0173114464076
0.0207288570204 0.9144 0.0171839754974
0.0204255041165 0.9144 0.0170907074723
0.0200653048195 0.9144 0.0169837907958
0.0198267971271 0.9144 0.0169136424624
0.0196312190528 0.9144 0.0168594776829
0.0191669132367 0.9144 0.0167338232586
0.0186456464762 0.9144 0.0165927178017
0.0186323964455 0.9144 0.0165892450669
0.0186178969476 0.9144 0.0165854343503
0.0179780480148 0.9144 0.0164177121823
0.0176135509722 0.9144 0.0163140536469
0.0174482381024 0.9144 0.0162676088669
0.0169491235372 0.9144 0.0161265287307
0.0165935297173 0.9144 0.0160229915484
0.0162754670114 0.9144 0.0159325041929
0.0158091471739 0.9144 0.0158102776277
0.0156575866869 0.9144 0.015771160014
0.0151274664871 0.9144 0.0156437002125
0.014934613254 0.9144 0.0155978758251
0.0149040705461 0.9144 0.0155903970556
0.0148475902469 0.9144 0.0155752402679
0.0141100202258 0.9144 0.0153813276227
0.0137475784665 0.9144 0.0152846895581
0.0134203279315 0.9144 0.015198150911
0.0128070786843 0.9144 0.0150396767709
0.012573955568 0.9144 0.0149798291386
0.0123494087261 0.9144 0.0149249217911
0.0116477616992 0.9144 0.0147597450064
0.0113669867627 0.9144 0.014696825869
0.0108769172834 0.9144 0.0145902507386
0.0102571608702 0.9144 0.0144593197754
0.01009761647 0.9144 0.0144249969119
0.00993350573862 0.9144 0.0143906053498
0.00919304779946 0.9144 0.0142379918562
0.00860052786761 0.9144 0.0141252651586
0.0082628947849 0.9144 0.0140599038485
0.00773810718217 0.9144 0.0139618376315
0.00707782932104 0.9144 0.0138349599084
0.00670462217841 0.9144 0.0137612467326
0.00625151775092 0.9144 0.0136794003919
0.00605336134852 0.9144 0.0136439012258
0.00577157993032 0.9144 0.0135844804016
0.00542100526798 0.9144 0.0135075080486
0.0049563386835 0.9144 0.0133907401053
0.00467976081025 0.9144 0.0133186915014
0.00390725639739 0.9144 0.0131292127569
0.00366858537068 0.9144 0.0130722952595
0.00287511165295 0.9144 0.0127675329453
0.00231784691882 0.9144 0.0125584808822
0.00220116429761 0.9144 0.0125085699334
0.00192375580855 0.9144 0.012397508355
0.00125163214364 0.9144 0.0121269442978
0.000526421956361 0.9144 0.0119601298408
0.000190991807685 0.9144 0.011892366348
-0.000460706810709 0.9144 0.0118467951412
-0.000659003503215 0.9144 0.0118532985051
-0.00131527633439 0.9144 0.0118295614042
-0.00153756074669 0.9144 0.0118769109686
-0.00191270120744 0.9144 0.011954561646
-0.00240775990723 0.9144 0.0120612580038
-0.00270686521378 0.9144 0.0120966196114
-0.00301830730998 0.9144 0.0121336547247
-0.0033849432439 0.9144 0.0121625097843
-0.00380935686908 0.9144 0.0121328318925
-0.00479568831965 0.9144 0.0120080950358
-0.00480580613129 0.9144 0.0120071369191
-0.00481270243559 0.9144 0.0120074165383
-0.00587304574088 0.9144 0.0119215515656
-0.00674297121994 0.9144 0.0119381290136
