#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3932, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED X-coordinate of the iced surface
#             Y_ICED Y-coordinate of the iced surface
#             Z_ICED Z-coordinate of the iced surface
#
#    FLOW CONDITIONS:
#                                   AOA: 0.0 deg
#                           Mach Number: 0.3146 [-]
#       Mean aerodynamic chord M.A.C.: 21.0 [in]
#                       Reynolds Number: 3.9758 million based on MAC
#                       Freestream Temp: 267.55 [K]
#                        Reference area: 115.5 [in2]
#               Moment Reference Center: 5.25, 0.0, 0.0 [in] X, Y, Z
#                           Roughness: 0.2 [mm]
#
#    ICING CONDITIONS:
#                           Icing Time: 420.0 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20.0 [um]
#                          Ice Density: 615.0 [kg/m3]
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "1"

VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p2mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS03_KS_0p2mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS07_KS_0p2mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS15_KS_0p2mm_SINGLE_LAYER"
0.02513432 0.91440000 0.02560498
0.02489784 0.91440000 0.02555062
0.02473477 0.91440000 0.02551354
0.02453615 0.91440000 0.02546680
0.02427122 0.91440000 0.02540406
0.02392401 0.91440000 0.02531948
0.02388108 0.91440000 0.02530907
0.02383638 0.91440000 0.02529840
0.02353615 0.91440000 0.02522626
0.02332888 0.91440000 0.02518029
0.02306676 0.91440000 0.02512289
0.02278685 0.91440000 0.02506294
0.02276043 0.91440000 0.02505735
0.02243760 0.91440000 0.02498852
0.02237181 0.91440000 0.02497430
0.02204263 0.91440000 0.02490318
0.02191817 0.91440000 0.02487625
0.02159813 0.91440000 0.02480742
0.02146148 0.91440000 0.02477770
0.02139340 0.91440000 0.02476348
0.02106727 0.91440000 0.02469617
0.02082292 0.91440000 0.02464638
0.02068017 0.91440000 0.02461743
0.02056917 0.91440000 0.02459406
0.02014195 0.91440000 0.02450440
0.02000047 0.91440000 0.02447442
0.01970811 0.91440000 0.02441219
0.01968348 0.91440000 0.02440711
0.01940484 0.91440000 0.02435123
0.01921713 0.91440000 0.02431288
0.01897685 0.91440000 0.02426411
0.01875866 0.91440000 0.02421941
0.01861439 0.91440000 0.02418944
0.01830324 0.91440000 0.02412543
0.01824253 0.91440000 0.02411298
0.01820418 0.91440000 0.02410536
0.01789532 0.91440000 0.02404415
0.01758696 0.91440000 0.02398268
0.01750670 0.91440000 0.02396642
0.01740052 0.91440000 0.02394534
0.01717675 0.91440000 0.02390115
0.01704899 0.91440000 0.02387549
0.01683715 0.91440000 0.02383333
0.01670380 0.91440000 0.02380666
0.01649501 0.91440000 0.02376653
0.01639519 0.91440000 0.02374773
0.01625778 0.91440000 0.02372233
0.01602105 0.91440000 0.02367813
0.01575410 0.91440000 0.02362708
0.01567840 0.91440000 0.02361260
0.01562379 0.91440000 0.02360193
0.01528140 0.91440000 0.02353539
0.01507033 0.91440000 0.02349525
0.01491310 0.91440000 0.02346477
0.01453490 0.91440000 0.02339264
0.01449553 0.91440000 0.02338527
0.01448257 0.91440000 0.02338273
0.01443076 0.91440000 0.02337333
0.01395247 0.91440000 0.02328418
0.01382268 0.91440000 0.02326081
0.01348105 0.91440000 0.02320112
0.01336294 0.91440000 0.02318004
0.01324178 0.91440000 0.02315947
0.01290777 0.91440000 0.02310282
0.01275563 0.91440000 0.02307844
0.01245845 0.91440000 0.02302866
0.01220775 0.91440000 0.02298751
0.01158545 0.91440000 0.02288692
0.01155827 0.91440000 0.02288235
0.01153541 0.91440000 0.02287880
0.01135558 0.91440000 0.02285136
0.01111352 0.91440000 0.02281428
0.01105891 0.91440000 0.02280590
0.01084047 0.91440000 0.02277212
0.01052474 0.91440000 0.02272436
0.01040994 0.91440000 0.02270709
0.01034085 0.91440000 0.02269617
0.00985850 0.91440000 0.02262657
0.00947369 0.91440000 0.02257552
0.00917727 0.91440000 0.02253412
0.00879221 0.91440000 0.02248662
0.00829285 0.91440000 0.02242896
0.00788543 0.91440000 0.02237892
0.00743941 0.91440000 0.02232254
0.00691744 0.91440000 0.02225573
0.00676681 0.91440000 0.02223821
0.00620471 0.91440000 0.02217141
0.00594487 0.91440000 0.02213940
0.00545414 0.91440000 0.02207870
0.00529133 0.91440000 0.02206117
0.00495706 0.91440000 0.02202383
0.00446786 0.91440000 0.02198167
0.00441147 0.91440000 0.02197710
0.00433603 0.91440000 0.02196871
0.00381381 0.91440000 0.02191207
0.00329870 0.91440000 0.02183054
0.00305918 0.91440000 0.02179218
0.00285547 0.91440000 0.02175713
0.00239166 0.91440000 0.02168042
0.00211328 0.91440000 0.02163242
0.00168275 0.91440000 0.02155800
0.00143688 0.91440000 0.02151837
0.00068682 0.91440000 0.02144243
0.00055169 0.91440000 0.02141906
-0.00010033 0.91440000 0.02133803
-0.00042596 0.91440000 0.02127529
-0.00089179 0.91440000 0.02117725
-0.00108128 0.91440000 0.02111578
-0.00136093 0.91440000 0.02100351
-0.00167259 0.91440000 0.02088490
-0.00207620 0.91440000 0.02065553
-0.00218897 0.91440000 0.02059203
-0.00229641 0.91440000 0.02052269
-0.00267132 0.91440000 0.02029358
-0.00285953 0.91440000 0.02019097
-0.00312598 0.91440000 0.02003349
-0.00350266 0.91440000 0.01993621
-0.00377114 0.91440000 0.01989836
-0.00401701 0.91440000 0.01986458
-0.00429057 0.91440000 0.01982241
-0.00460477 0.91440000 0.01976679
-0.00474929 0.91440000 0.01973859
-0.00497002 0.91440000 0.01967814
-0.00518236 0.91440000 0.01961464
-0.00531876 0.91440000 0.01956867
-0.00558317 0.91440000 0.01948561
-0.00576351 0.91440000 0.01942871
-0.00585699 0.91440000 0.01939646
-0.00610108 0.91440000 0.01934032
-0.00621792 0.91440000 0.01930578
-0.00640131 0.91440000 0.01931060
-0.00646125 0.91440000 0.01933524
-0.00664845 0.91440000 0.01944040
-0.00672770 0.91440000 0.01948942
-0.00690905 0.91440000 0.01963572
-0.00713664 0.91440000 0.01984299
-0.00716534 0.91440000 0.01986788
-0.00719150 0.91440000 0.01986534
-0.00763803 0.91440000 0.01976806
-0.00804570 0.91440000 0.01968932
-0.00825398 0.91440000 0.01966824
-0.00848208 0.91440000 0.01969567
-0.00887578 0.91440000 0.01970634
-0.00931875 0.91440000 0.01964030
-0.00944956 0.91440000 0.01962683
-0.00957148 0.91440000 0.01962226
-0.01002259 0.91440000 0.01961540
-0.01069162 0.91440000 0.01957095
-0.01069721 0.91440000 0.01957045
-0.01070102 0.91440000 0.01957019
-0.01144499 0.91440000 0.01955063
-0.01209827 0.91440000 0.01953819
-0.01242162 0.91440000 0.01954479
-0.01335786 0.91440000 0.01950161
-0.01339139 0.91440000 0.01949882
-0.01339850 0.91440000 0.01949755
-0.01340993 0.91440000 0.01949831
-0.01403960 0.91440000 0.01951965
-0.01433576 0.91440000 0.01910131
-0.01441933 0.91440000 0.01897761
-0.01467739 0.91440000 0.01855089
-0.01480236 0.91440000 0.01835125
-0.01484808 0.91440000 0.01826057
-0.01509497 0.91440000 0.01769770
-0.01526337 0.91440000 0.01703984
-0.01527327 0.91440000 0.01699387
-0.01528140 0.91440000 0.01693850
-0.01537132 0.91440000 0.01639037
-0.01540434 0.91440000 0.01595196
-0.01540459 0.91440000 0.01583665
-0.01537411 0.91440000 0.01574419
-0.01519326 0.91440000 0.01526870
-0.01504594 0.91440000 0.01477061
-0.01498295 0.91440000 0.01457833
-0.01486433 0.91440000 0.01419581
-0.01482877 0.91440000 0.01409827
-0.01458747 0.91440000 0.01366164
-0.01438554 0.91440000 0.01334567
-0.01418438 0.91440000 0.01304519
-0.01394282 0.91440000 0.01262888
-0.01382420 0.91440000 0.01238326
-0.01376223 0.91440000 0.01224077
-0.01359332 0.91440000 0.01173175
-0.01346886 0.91440000 0.01137895
