VARIABLES = "X" "Y" "Z" "Cp" "Beta"
ZONE T="SLICE_Y_0p1_BINS01_KS_1mm_CUTDATA"
0.99946 0.10000 0.00359 0.08394 0.00000
0.99742 0.10000 0.00384 0.08118 0.00000
0.99524 0.10000 0.00410 0.07826 0.00000
0.99292 0.10000 0.00439 0.07516 0.00000
0.99044 0.10000 0.00469 0.07187 0.00000
0.98780 0.10000 0.00502 0.06837 0.00000
0.98499 0.10000 0.00536 0.06464 0.00000
0.98198 0.10000 0.00573 0.06065 0.00000
0.97878 0.10000 0.00613 0.05639 0.00000
0.97537 0.10000 0.00655 0.05185 0.00000
0.97174 0.10000 0.00700 0.04703 0.00000
0.96786 0.10000 0.00748 0.04194 0.00000
0.96374 0.10000 0.00799 0.03657 0.00000
0.95934 0.10000 0.00853 0.03090 0.00000
0.95466 0.10000 0.00910 0.02494 0.00000
0.94969 0.10000 0.00971 0.01869 0.00000
0.94439 0.10000 0.01035 0.01215 0.00000
0.93877 0.10000 0.01103 0.00535 0.00000
0.93279 0.10000 0.01175 -0.00171 0.00000
0.92644 0.10000 0.01250 -0.00899 0.00000
0.91971 0.10000 0.01329 -0.01649 0.00000
0.91258 0.10000 0.01411 -0.02415 0.00000
0.90502 0.10000 0.01497 -0.03196 0.00000
0.89703 0.10000 0.01587 -0.03988 0.00000
0.88858 0.10000 0.01680 -0.04788 0.00000
0.87966 0.10000 0.01777 -0.05592 0.00000
0.87026 0.10000 0.01878 -0.06398 0.00000
0.86035 0.10000 0.01981 -0.07205 0.00000
0.84994 0.10000 0.02088 -0.08012 0.00000
0.83901 0.10000 0.02198 -0.08819 0.00000
0.82755 0.10000 0.02311 -0.09627 0.00000
0.81556 0.10000 0.02428 -0.10440 0.00000
0.80304 0.10000 0.02547 -0.11262 0.00000
0.78998 0.10000 0.02669 -0.12098 0.00000
0.77640 0.10000 0.02793 -0.12952 0.00000
0.76230 0.10000 0.02920 -0.13828 0.00000
0.74768 0.10000 0.03049 -0.14732 0.00000
0.73258 0.10000 0.03179 -0.15668 0.00000
0.71701 0.10000 0.03310 -0.16635 0.00000
0.70099 0.10000 0.03442 -0.17631 0.00000
0.68455 0.10000 0.03573 -0.18654 0.00000
0.66774 0.10000 0.03702 -0.19694 0.00000
0.65058 0.10000 0.03829 -0.20740 0.00000
0.63311 0.10000 0.03952 -0.21780 0.00000
0.61539 0.10000 0.04069 -0.22796 0.00000
0.59746 0.10000 0.04180 -0.23771 0.00000
0.57937 0.10000 0.04283 -0.24687 0.00000
0.56117 0.10000 0.04376 -0.25525 0.00000
0.54291 0.10000 0.04460 -0.26272 0.00000
0.52466 0.10000 0.04532 -0.26915 0.00000
0.50646 0.10000 0.04593 -0.27446 0.00000
0.48837 0.10000 0.04642 -0.27862 0.00000
0.47043 0.10000 0.04679 -0.28168 0.00000
0.45271 0.10000 0.04704 -0.28366 0.00000
0.43525 0.10000 0.04718 -0.28470 0.00000
0.41809 0.10000 0.04722 -0.28496 0.00000
0.40127 0.10000 0.04715 -0.28457 0.00000
0.38484 0.10000 0.04700 -0.28375 0.00000
0.36882 0.10000 0.04676 -0.28271 0.00000
0.35325 0.10000 0.04646 -0.28156 0.00000
0.33814 0.10000 0.04609 -0.28045 0.00000
0.32353 0.10000 0.04566 -0.27949 0.00000
0.30943 0.10000 0.04519 -0.27876 0.00000
0.29584 0.10000 0.04467 -0.27832 0.00000
0.28278 0.10000 0.04413 -0.27821 0.00000
0.27026 0.10000 0.04355 -0.27843 0.00000
0.25827 0.10000 0.04294 -0.27897 0.00000
0.24681 0.10000 0.04232 -0.27983 0.00000
0.23588 0.10000 0.04168 -0.28096 0.00000
0.22547 0.10000 0.04102 -0.28233 0.00000
0.21557 0.10000 0.04035 -0.28392 0.00000
0.20617 0.10000 0.03967 -0.28570 0.00008
0.19725 0.10000 0.03898 -0.28765 0.00084
0.18880 0.10000 0.03829 -0.28975 0.00180
0.18081 0.10000 0.03760 -0.29201 0.00295
0.17325 0.10000 0.03691 -0.29445 0.00427
0.16611 0.10000 0.03622 -0.29710 0.00573
0.15938 0.10000 0.03553 -0.29999 0.00732
0.15304 0.10000 0.03486 -0.30320 0.00905
0.14706 0.10000 0.03419 -0.30680 0.01093
0.14143 0.10000 0.03353 -0.31090 0.01298
0.13614 0.10000 0.03289 -0.31563 0.01527
0.13116 0.10000 0.03225 -0.32116 0.01789
0.12649 0.10000 0.03164 -0.32761 0.02101
0.12209 0.10000 0.03104 -0.33512 0.02480
0.11796 0.10000 0.03045 -0.34395 0.02930
0.11409 0.10000 0.02989 -0.35455 0.03421
0.11045 0.10000 0.02934 -0.36742 0.03873
0.10704 0.10000 0.02882 -0.38290 0.04200
0.10384 0.10000 0.02831 -0.40109 0.04352
0.10084 0.10000 0.02781 -0.42205 0.04337
0.09803 0.10000 0.02733 -0.44550 0.04285
0.09538 0.10000 0.02686 -0.47065 0.04334
0.09291 0.10000 0.02638 -0.49657 0.04531
0.09059 0.10000 0.02590 -0.52229 0.04940
0.08841 0.10000 0.02541 -0.54664 0.05604
0.08637 0.10000 0.02492 -0.56872 0.06505
0.08445 0.10000 0.02441 -0.58767 0.07635
0.08266 0.10000 0.02388 -0.60233 0.08974
0.08098 0.10000 0.02335 -0.61201 0.10475
0.07940 0.10000 0.02280 -0.61620 0.12118
0.07792 0.10000 0.02224 -0.61445 0.13880
0.07653 0.10000 0.02168 -0.60674 0.15713
0.07522 0.10000 0.02110 -0.59319 0.17598
0.07400 0.10000 0.02052 -0.57400 0.19517
0.07285 0.10000 0.01993 -0.54960 0.21429
0.07178 0.10000 0.01933 -0.52071 0.23316
0.07076 0.10000 0.01874 -0.48807 0.25162
0.06982 0.10000 0.01814 -0.45253 0.26950
0.06893 0.10000 0.01755 -0.41459 0.28700
0.06809 0.10000 0.01696 -0.37443 0.30425
0.06731 0.10000 0.01637 -0.33237 0.32102
0.06657 0.10000 0.01578 -0.28898 0.33718
0.06588 0.10000 0.01520 -0.24485 0.35268
0.06523 0.10000 0.01462 -0.20061 0.36740
0.06463 0.10000 0.01405 -0.15661 0.38157
0.06406 0.10000 0.01349 -0.11287 0.39535
0.06352 0.10000 0.01293 -0.06951 0.40859
0.06302 0.10000 0.01238 -0.02659 0.42139
0.06256 0.10000 0.01184 0.01589 0.43382
0.06212 0.10000 0.01130 0.05780 0.44574
0.06171 0.10000 0.01077 0.09906 0.45730
0.06132 0.10000 0.01024 0.13954 0.46852
