VARIABLES = "X" "Y" "Z" "Cp" "Beta"
ZONE T="SLICE_Y_0p1_BINS01_KS_1mm_CUTDATA"
0.97878 0.10000 0.00613 0.05279 0.00000
0.99044 0.10000 0.00469 0.06885 0.00000
0.99946 0.10000 0.00359 0.08147 0.00000
1.00643 0.10000 0.00273 0.09154 0.00000
1.01183 0.10000 0.00206 0.09972 0.00000
1.01601 0.10000 0.00154 0.10638 0.00000
1.01925 0.10000 0.00113 0.11186 0.00000
1.02177 0.10000 0.00081 0.11637 0.00000
1.02371 0.10000 0.00056 0.12006 0.00000
1.02519 0.10000 0.00037 0.12316 0.00000
1.02631 0.10000 0.00023 0.12562 0.00000
1.02712 0.10000 0.00013 0.12762 0.00000
1.02767 0.10000 0.00005 0.12925 0.00000
1.02799 0.10000 0.00001 0.13085 0.00000
1.02809 0.10000 0.00000 0.12996 0.00000
1.02799 0.10000 -0.00001 0.13192 0.00000
1.02767 0.10000 -0.00005 0.13005 0.00000
1.02712 0.10000 -0.00013 0.12818 0.00000
1.02631 0.10000 -0.00023 0.12597 0.00000
1.02519 0.10000 -0.00037 0.12325 0.00000
1.02371 0.10000 -0.00056 0.11994 0.00000
1.02177 0.10000 -0.00081 0.11606 0.00000
1.01925 0.10000 -0.00113 0.11147 0.00000
1.01601 0.10000 -0.00154 0.10595 0.00000
1.01183 0.10000 -0.00206 0.09945 0.00000
1.00643 0.10000 -0.00273 0.09163 0.00000
0.99946 0.10000 -0.00359 0.08226 0.00000
0.99044 0.10000 -0.00469 0.07074 0.00000
0.97878 0.10000 -0.00613 0.05621 0.00000
0.96374 0.10000 -0.00799 0.03824 0.00000
0.94439 0.10000 -0.01035 0.01697 0.00000
0.91971 0.10000 -0.01329 -0.00647 0.00000
0.88858 0.10000 -0.01680 -0.03038 0.00000
0.84994 0.10000 -0.02088 -0.05344 0.00000
0.80304 0.10000 -0.02547 -0.07593 0.00000
0.74768 0.10000 -0.03049 -0.09971 0.00000
0.68455 0.10000 -0.03573 -0.12561 0.00000
0.61539 0.10000 -0.04069 -0.15014 0.00000
0.54291 0.10000 -0.04460 -0.16549 0.00000
0.47043 0.10000 -0.04679 -0.16603 0.00000
