#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Ice Shape DATA SUBMITTAL FORM for Test Case NACA0012_AE3933, May 18th 2026
#
#       NOMENCLATURE:
#             X_ICED X-coordinate of the iced surface
#             Y_ICED Y-coordinate of the iced surface
#             Z_ICED Z-coordinate of the iced surface
#
#    FLOW CONDITIONS:
#                                   AOA: 0.0 deg
#                           Mach Number: 0.3126 [-]
#       Mean aerodynamic chord M.A.C.: 21.0 [in]
#                       Reynolds Number: 3.885 million based on MAC
#                       Freestream Temp: 270.95 [K]
#                        Reference area: 115.5 [in2]
#               Moment Reference Center: 5.25, 0.0, 0.0 [in] X, Y, Z
#                           Roughness: 0.4 [mm]
#
#    ICING CONDITIONS:
#                           Icing Time: 420.0 [s]
#                                  LWC: 0.55 [g/m3]
#                                  MVD: 20.0 [um]
#                          Ice Density: 700.0 [kg/m3]
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

AUXDATA NUM_LAYERS  = "1"

VARIABLES = "X_ICED" "Y_ICED" "Z_ICED"

ZONE T="SLICE_Y_0p9144_BINS01_KS_0p4mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS03_KS_0p4mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS07_KS_0p4mm_SINGLE_LAYER"
-999 -999 -999

ZONE T="SLICE_Y_0p9144_BINS15_KS_0p4mm_SINGLE_LAYER"
0.02398903 0.91440000 0.02530678
0.02365781 0.91440000 0.02522245
0.02328443 0.91440000 0.02512695
0.02297125 0.91440000 0.02504465
0.02277364 0.91440000 0.02499309
0.02263013 0.91440000 0.02495423
0.02201418 0.91440000 0.02478481
0.02196363 0.91440000 0.02477110
0.02191410 0.91440000 0.02475763
0.02130019 0.91440000 0.02459888
0.02125675 0.91440000 0.02458822
0.02115896 0.91440000 0.02456536
0.02069643 0.91440000 0.02445664
0.02023415 0.91440000 0.02434565
0.02023389 0.91440000 0.02434565
0.02023288 0.91440000 0.02434539
0.01979422 0.91440000 0.02423795
0.01966290 0.91440000 0.02420544
0.01927835 0.91440000 0.02410993
0.01918640 0.91440000 0.02408707
0.01880819 0.91440000 0.02399563
0.01870456 0.91440000 0.02397023
0.01867967 0.91440000 0.02396465
0.01825498 0.91440000 0.02386914
0.01809394 0.91440000 0.02383511
0.01776857 0.91440000 0.02376703
0.01741729 0.91440000 0.02369337
0.01726870 0.91440000 0.02366213
0.01718437 0.91440000 0.02364410
0.01675359 0.91440000 0.02354986
0.01662252 0.91440000 0.02352116
0.01620774 0.91440000 0.02342998
0.01604112 0.91440000 0.02339365
0.01563091 0.91440000 0.02330602
0.01538605 0.91440000 0.02325497
0.01505915 0.91440000 0.02318817
0.01474978 0.91440000 0.02312695
0.01458900 0.91440000 0.02309419
0.01430071 0.91440000 0.02303501
0.01391031 0.91440000 0.02295296
0.01377823 0.91440000 0.02292629
0.01331214 0.91440000 0.02283206
0.01330985 0.91440000 0.02283181
0.01329461 0.91440000 0.02282876
0.01274699 0.91440000 0.02272005
0.01265961 0.91440000 0.02270201
0.01215238 0.91440000 0.02260219
0.01205001 0.91440000 0.02258390
0.01159815 0.91440000 0.02251100
0.01136396 0.91440000 0.02247265
0.01130351 0.91440000 0.02246300
0.01104773 0.91440000 0.02242160
0.01053160 0.91440000 0.02233752
0.01039901 0.91440000 0.02231314
0.00992505 0.91440000 0.02222525
0.00938606 0.91440000 0.02212924
0.00922884 0.91440000 0.02210232
0.00907999 0.91440000 0.02208174
0.00850519 0.91440000 0.02200351
0.00815340 0.91440000 0.02196160
0.00776021 0.91440000 0.02191563
0.00737235 0.91440000 0.02185949
0.00702640 0.91440000 0.02179498
0.00664108 0.91440000 0.02167255
0.00644347 0.91440000 0.02160575
0.00590398 0.91440000 0.02143201
0.00572389 0.91440000 0.02137131
0.00528650 0.91440000 0.02123694
0.00506070 0.91440000 0.02116607
0.00470560 0.91440000 0.02104898
0.00454787 0.91440000 0.02099920
0.00407543 0.91440000 0.02089023
0.00403936 0.91440000 0.02088744
0.00344348 0.91440000 0.02098421
0.00341554 0.91440000 0.02099107
0.00337693 0.91440000 0.02100021
0.00270713 0.91440000 0.02115922
0.00242621 0.91440000 0.02121383
0.00195859 0.91440000 0.02130933
0.00185852 0.91440000 0.02132660
0.00174269 0.91440000 0.02135454
0.00110820 0.91440000 0.02151939
0.00066929 0.91440000 0.02169693
0.00017247 0.91440000 0.02191055
-0.00042850 0.91440000 0.02210587
-0.00068275 0.91440000 0.02218284
-0.00136627 0.91440000 0.02229663
-0.00153899 0.91440000 0.02232482
-0.00171272 0.91440000 0.02234946
-0.00232842 0.91440000 0.02246300
-0.00301727 0.91440000 0.02254885
-0.00329108 0.91440000 0.02260752
-0.00359385 0.91440000 0.02264054
-0.00392227 0.91440000 0.02266391
-0.00440106 0.91440000 0.02288921
-0.00442874 0.91440000 0.02290597
-0.00445567 0.91440000 0.02291766
-0.00498831 0.91440000 0.02320011
-0.00522199 0.91440000 0.02337765
-0.00570865 0.91440000 0.02361286
-0.00581000 0.91440000 0.02366899
-0.00603885 0.91440000 0.02371217
-0.00640055 0.91440000 0.02379523
-0.00657987 0.91440000 0.02378583
-0.00716178 0.91440000 0.02371293
-0.00743991 0.91440000 0.02366289
-0.00784555 0.91440000 0.02360295
-0.00877926 0.91440000 0.02336724
-0.00884657 0.91440000 0.02334997
-0.00887705 0.91440000 0.02334031
-0.00992276 0.91440000 0.02293010
-0.00999160 0.91440000 0.02290343
-0.00999338 0.91440000 0.02290293
-0.01000785 0.91440000 0.02289480
-0.01087323 0.91440000 0.02242871
-0.01096594 0.91440000 0.02236216
-0.01111352 0.91440000 0.02227301
-0.01173810 0.91440000 0.02201799
-0.01203122 0.91440000 0.02185441
-0.01204316 0.91440000 0.02184806
-0.01220724 0.91440000 0.02153310
-0.01207618 0.91440000 0.02106524
-0.01200861 0.91440000 0.02081733
-0.01187704 0.91440000 0.02030247
-0.01186332 0.91440000 0.02009216
-0.01184199 0.91440000 0.01955800
-0.01183843 0.91440000 0.01937436
-0.01180262 0.91440000 0.01876781
-0.01178687 0.91440000 0.01860880
-0.01169899 0.91440000 0.01809344
-0.01165936 0.91440000 0.01790929
-0.01152982 0.91440000 0.01720621
-0.01150112 0.91440000 0.01702029
-0.01142416 0.91440000 0.01660169
-0.01131849 0.91440000 0.01607541
-0.01122934 0.91440000 0.01579804
-0.01111428 0.91440000 0.01537056
-0.01102462 0.91440000 0.01509522
-0.01090041 0.91440000 0.01465428
-0.01077747 0.91440000 0.01426007
-0.01071067 0.91440000 0.01402486
-0.01057148 0.91440000 0.01349273
-0.01055091 0.91440000 0.01333729
-0.01053084 0.91440000 0.01311834
-0.01049172 0.91440000 0.01283665
-0.01039012 0.91440000 0.01228573
-0.01031646 0.91440000 0.01207491
-0.01000608 0.91440000 0.01159231
-0.00997306 0.91440000 0.01155065
-0.00959460 0.91440000 0.01111428
-0.00942137 0.91440000 0.01075817
-0.00931342 0.91440000 0.01053440
-0.00912698 0.91440000 0.01006094
-0.00893293 0.91440000 0.00962101
-0.00878611 0.91440000 0.00931189
-0.00837286 0.91440000 0.00862127
-0.00830021 0.91440000 0.00852195
-0.00820725 0.91440000 0.00840461
-0.00775665 0.91440000 0.00780364
-0.00740969 0.91440000 0.00734339
-0.00722681 0.91440000 0.00710159
-0.00706399 0.91440000 0.00689762
-0.00675488 0.91440000 0.00651967
-0.00631927 0.91440000 0.00606222
-0.00626110 0.91440000 0.00600304
-0.00615671 0.91440000 0.00591668
-0.00559791 0.91440000 0.00546405
-0.00535788 0.91440000 0.00529692
-0.00468884 0.91440000 0.00482346
-0.00468224 0.91440000 0.00481914
-0.00466954 0.91440000 0.00480949
-0.00392328 0.91440000 0.00425272
-0.00358267 0.91440000 0.00395681
-0.00336779 0.91440000 0.00376352
-0.00308661 0.91440000 0.00353060
-0.00290957 0.91440000 0.00337668
-0.00246990 0.91440000 0.00297815
-0.00244831 0.91440000 0.00295834
-0.00240208 0.91440000 0.00290424
-0.00194666 0.91440000 0.00235509
-0.00175997 0.91440000 0.00212141
-0.00115240 0.91440000 0.00134493
-0.00094894 0.91440000 0.00105181
